meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
X50,9.857128143,8.637764931,7.189249992,7.402079582,6.17665863,6.097309589,5.154115677,5.48884964,5.24488306,5.249137878,5.249137878,5.152555466,5.606287003,5.402822495,6.102559566,7.121558666,8.227258682,9.809271812,10.40656853,10.343997,11.00050735,8.529625893,8.550451279,8.028889656,173.1333944,161.5512284,156.8876718,155.0661712,154.4121425,154.237693,154.260247,154.363727,154.5004501,154.650829,4857.532937,4977.374399,4963.121762,5279.74391,5255.737418
X51,16.54554749,16.37235641,15.5630846,14.35511971,13.40065956,10.70793343,10.17982101,9.948396683,9.80694294,9.855566025,9.863704681,10.3358736,11.6368103,14.68593597,16.61165428,16.99111176,16.60441971,19.44735718,19.66806221,18.75829315,18.12585068,20.4934082,18.42409897,18.28491592,348.8167408,317.9573465,317.9573465,317.9573465,317.9573465,317.9573465,317.9573465,317.9573465,317.9573465,317.9573465,9887.537136,9856.677742,9538.720395,9856.677742,9538.720395
X55,10.69507694,3.801230192,3.77743268,5.145904064,5.145904064,6.837170601,3.540733337,3.290504217,13.31080723,16.99500275,18.92269135,18.92269135,18.14512062,18.92269135,18.92269135,18.92269135,19.00545883,19.81394958,19.89810371,19.89810371,20.01713943,19.98681641,19.76108932,17.97208023,315.6809712,312.0786379,311.5280853,311.588658,311.7716099,311.9790685,312.1914345,312.4047833,312.618329,312.831914,9743.484051,9942.782586,9817.48698,10346.69051,10208.36561
X59,1.706127048,1.741073132,1.741073132,1.317487597,1.996095538,1.740007401,1.516202569,1.755511522,6.603210449,8.504756927,9.389945984,9.389945984,9.842788696,9.383781433,9.461702347,9.461702347,9.461702347,9.461702347,9.461702347,9.461702347,9.461702347,9.333847046,6.764640808,5.376373291,85.61648364,64.57251068,71.18439194,69.16899938,69.84489428,69.68123912,69.77948252,69.79602638,69.8380565,69.87213615,2184.987716,2207.307845,2169.016995,2275.327278,2234.842254
X61,1.572492242,1.952704191,1.952704191,2.340361118,1.952704191,1.914883494,1.608310223,2.140510559,3.188834429,3.339817762,4.393533707,4.393533707,4.213811874,4.207228661,4.273823738,4.575825214,4.59991312,4.398497105,4.615459919,3.583364248,3.536992073,3.351392031,3.286893368,2.786328793,64.83455182,64.23485713,63.72275163,63.28544236,62.91200487,62.59311028,62.32079225,62.08824799,61.88966828,61.72009239,1910.489145,1882.796653,1821.860681,1882.58777,1821.859119
X62,0.266955614,0.249809265,0.249809265,0.273913383,0.279893786,0.217698932,0.193804741,0.193804741,0.214011446,0.215410575,0.219985679,0.20283933,0.198220924,0.198220924,0.198220924,0.271595418,0.191538006,0.191538006,0.181140915,0.208510011,0.241171286,0.195938766,0.19244051,0.209586859,16.96904267,22.00176978,19.2748836,20.83942017,20.03060275,20.53435915,20.3122019,20.49150826,20.4487868,20.52885693,640.6002461,677.5979041,688.9942514,746.3235488,755.5029399
X67,0.364571035,0.363424093,0.3283858,0.3283858,0.3283858,0.3283858,0.3283858,0.3283858,0.3283858,0.559394717,0.337552309,0.390654057,0.429716855,0.28437078,0.219413042,0.23294048,0.231336176,0.492521763,0.500787556,0.44883734,0.468409538,0.446961999,0.468409538,0.441188097,17.47728998,16.61192325,16.40428853,16.33659667,16.29867985,16.26709815,16.23686433,16.20691731,16.1770313,16.14715828,496.3542937,466.3015429,423.9289509,409.818289,369.2677375
X68,2.870022774,3.71740675,3.71740675,3.71740675,3.71740675,3.71740675,3.669841051,3.739821196,5.08284235,5.193200588,5.286130905,5.265449047,5.265449047,5.170060635,5.101077557,5.103535652,5.103535652,5.101077557,5.103535652,5.103535652,4.714713573,3.906129599,4.190667152,3.906129599,85.54063754,93.20800012,94.37313649,94.43972681,94.32071862,94.17035372,94.01469112,93.85813348,93.70142462,93.54469021,2859.403182,2720.105109,2488.943049,2423.710526,2202.109582
X70,0.097028941,0.097028941,0.097028941,0.097028941,0.097028941,0.097028941,0.097028941,0.097028941,0.091888696,0.202684283,0.202684283,0.202684283,0.202684283,0.223748907,0.321355641,0.317198813,0.339956969,0.348583817,0.319735616,0.194230497,0.156543687,0.117077008,0.117077008,0.117077008,11.78280364,11.03171956,10.69612175,10.53576167,10.44931079,10.39403226,10.35190115,10.31531516,10.28106791,10.24780706,313.7620958,280.3408035,241.5222019,218.8050804,181.9715021
X73,0.068033613,0.068033613,0.068033613,0.063888744,0.068033613,0.068033613,0.068033613,0.065117083,0.071196809,0.06828028,0.169651493,0.171749741,0.167297021,0.142945111,0.121210918,0.121210918,0.107609808,0.103927717,0.09966258,0.097780198,0.097780198,0.114526473,0.123593718,0.114526473,4.282732975,4.614177556,4.691758558,4.712422332,4.720325036,4.725366656,4.729766811,4.734023147,4.738247237,4.742464098,147.2566553,151.850749,150.808854,159.8208825,158.5218864
X75,1.149228811,1.056489229,1.484703779,1.135241032,1.265553236,2.241617441,2.162865877,2.274219751,2.48607254,2.724494696,2.765708447,3.126190186,3.126190186,3.344702959,3.212957382,3.324234486,3.324234486,3.324234486,3.242317677,2.987312794,2.987312794,2.987312794,2.794130325,2.053059816,40.10910428,27.17667781,36.38907186,29.82663717,34.5013774,31.17133341,33.54348511,31.85368651,33.05741193,32.19993998,1013.666976,1009.256157,976.6996222,1009.256276,976.6996222
X76,0.519537926,0.879984379,0.879984379,0.879984379,0.879984379,0.879984379,0.879984379,0.879984379,0.879984379,1.267974496,1.441424251,1.49437201,1.521195531,2.067788363,2.264402866,2.14555645,2.17531538,2.264402866,2.264402866,1.722725153,1.761230946,1.706256986,1.683708429,1.295591116,16.20437545,13.47345751,12.9847354,12.88442152,12.85139031,12.83001427,12.81065721,12.79164989,12.77270316,12.75376692,395.8125046,373.6494183,344.2715662,337.8451517,309.6222759
X80,7.534414291,7.100673676,5.515921593,3.806133509,3.404958963,3.234463453,3.301252604,3.589102983,3.301252604,3.301252604,3.301252604,6.984304905,9.89009285,7.85559845,9.138684273,9.535974503,9.535974503,9.946755409,9.535974503,9.70338726,9.306097031,9.12819767,9.03926754,7.250225067,187.4126707,181.6344264,179.750687,179.0675387,178.7545065,178.5555729,178.3918135,178.2388976,178.0893244,177.9407818,5500.381166,5346.306238,5038.348441,5066.280541,4767.355832
X82,0.307179451,0.307179451,0.307179451,0.307179451,0.307179451,0.307179451,0.307179451,0.307179451,0.339091361,0.452312618,0.452312618,0.452312618,0.466335267,0.466335267,0.466335267,0.452312618,0.474229932,0.466335267,0.461399347,0.417076826,0.381516457,0.336953372,0.336953372,0.336953372,13.1217512,14.74732094,15.24012925,15.37741415,15.40311609,15.39379709,15.37348659,15.34972634,15.32488337,15.29970058,466.0733671,445.229972,407.6832343,397.3153789,361.3142733
X87,0.65161407,1.36370182,1.36370182,1.36370182,1.349310398,1.36370182,1.356537461,1.497066736,1.613619328,1.620846391,1.620846391,1.699519634,1.900208235,1.900208235,1.900208235,1.900208235,1.900208235,1.890496731,1.820408225,1.770446658,1.711977243,1.684139013,1.684139013,1.684139013,21.13389625,45.55012797,55.49847315,59.55190665,61.20347009,61.87639634,62.1505788,62.26229391,62.307812,62.32635826,1862.973875,1932.51244,1870.173329,1932.51244,1870.173329
X88,0.25540024,0.25540024,0.25540024,0.25540024,0.25540024,0.25540024,0.25540024,0.273896575,0.334759384,0.334759384,0.334759384,0.334759384,0.396228701,0.461291075,0.552810192,0.552810192,0.552810192,0.552810192,0.433639556,0.381406903,0.339806616,0.323854923,0.319028407,0.319028407,4.135443693,4.796448356,5.172572842,5.386526292,5.508162177,5.577245317,5.616412254,5.638549079,5.650991333,5.657914852,172.0606927,175.2698001,169.277402,174.570164,168.6003348
X91,0.257622629,0.257622629,0.257622629,0.257622629,0.255820811,0.257354915,0.250603586,0.255820811,0.254635841,0.294094056,0.294094056,0.294094056,0.294094056,0.294094056,0.294094056,0.294094056,0.301039398,0.291864097,0.271488398,0.274772167,0.262738854,0.252093703,0.252093703,0.252093703,18.40494631,22.20719303,23.61660775,24.16082077,24.39219361,24.5104495,24.5878045,24.65037052,24.70758914,24.76287423,768.5517747,829.8242734,852.6396108,932.2975888,951.8073353
X94,-0.003860911,-0.003860911,-0.003860911,-0.003860911,-0.003860911,-0.003860911,-0.003860911,-0.003860911,-0.003860911,0.014550611,0.025277477,0.031851083,0.032804418,0.033584524,0.140557542,0.14347142,0.061799698,0.033584524,0.033584524,0.033584524,0.033584524,0.033584524,0.01796151,0.01796151,1.00921293,1.093789997,1.107990346,1.102663164,1.091917649,1.079668702,1.067002594,1.054220736,1.041406761,1.028583875,29.31386788,17.17436463,4.884280287,-7.080185372,-18.58786488
X102,0.331230462,0.333741069,0.333741069,0.331230462,0.329490781,0.333741069,0.329490781,0.333741069,0.390999854,0.469878733,0.469878733,0.469878733,0.469878733,0.469878733,0.541370928,0.541370928,-0.03856989,0.197217867,0.197217867,0.426655293,0.375962377,0.321202844,0.31827274,0.31827274,22.94276836,23.90897239,24.23846924,24.33303076,24.3409047,24.31679222,24.28087723,24.24060731,24.19873047,24.15626071,738.3524218,699.7398714,637.9905439,618.7739193,559.6363967
X105,0.191431388,0.191431388,0.191431388,0.191431388,0.191431388,0.191431388,0.191431388,0.191431388,0.240105361,0.257956415,0.250424951,0.250424951,0.23943989,0.23943989,0.23943989,0.251920432,0.234307185,0.229631588,0.172744021,0.172744021,0.172744021,0.172744021,0.172744021,0.172744021,6.499716254,7.247050878,7.534713443,7.643972024,7.683989977,7.697134851,7.699849975,7.698517194,7.695613375,7.692099817,235.7307795,233.9890496,222.872237,226.6135736,215.7346797
X106,0.421986252,0.421986252,0.421986252,0.421986252,0.421986252,0.421986252,0.425526828,0.425526828,0.425042957,0.448917121,0.463501543,0.46867919,0.46867919,0.46867919,0.472571671,0.472571671,0.472571671,0.451248109,0.442595184,0.421964705,0.421964705,0.421964705,0.421964705,0.421964705,14.03074437,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,17.78898418,547.7002698,551.4585096,533.6695254,551.4585096,533.6695254
X107,-0.004211551,0.016184755,0.016184755,0.016184755,0.016184755,0.016184755,0.016184755,0.016184755,0.027119281,0.057273746,0.036877424,0.057273746,0.056310352,0.056310352,0.056310352,0.056310352,0.062612355,0.053178459,0.034569468,0.032529652,0.032529652,0.012133352,0.032529652,0.032529652,4.971864611,6.747512941,7.483485221,7.79576693,7.935385528,8.004640157,8.045219941,8.074114103,8.09824612,8.12043746,250.6423587,275.6844198,285.875064,315.1240458,324.042444
X110,0.110506833,0.267038345,0.24403508,0.244037911,0.24403508,0.291142851,0.29643774,0.309734374,0.29114002,0.314143002,0.450583041,0.560308218,0.551991403,0.450583041,0.933579743,0.925398886,0.573497653,0.605447173,0.366587818,0.287355334,0.302041531,0.287355334,0.301339597,0.636304259,6.45151647,6.435454766,6.419393061,6.403331356,6.387269651,6.371207946,6.355146241,6.339084536,6.323022831,6.306961126,192.5283178,177.0930194,156.6838814,146.7203355,127.2909614
X111,0.172089219,0.179799512,0.172089219,0.172089219,0.17713812,0.172089219,0.180069864,0.169094324,0.212139472,0.221970513,0.221970513,0.221970513,0.221970513,0.227897152,0.221970513,0.227897152,0.221970513,0.215361044,0.216227084,0.212054938,0.210857496,0.193231508,0.197140664,0.191214025,7.353652853,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,11.46712581,351.3674272,355.4809001,344.0137743,355.4809001,344.0137743
X116,0.190712422,0.190712422,0.190712422,0.190712422,0.190712422,0.190712422,0.190712422,0.190712422,0.193362862,0.322642863,0.302328348,0.302328348,0.302328348,0.302328348,0.310416847,0.310416847,0.310416847,0.310273081,0.253231049,0.194567442,0.166050121,0.166050121,0.197905764,0.197905764,8.751175394,9.884994533,10.16980914,10.22458011,10.21701916,10.19256894,10.16354247,10.13327602,10.1026736,10.07198014,304.3254568,276.9875676,239.9370105,218.8822541,183.7060619
X120,0.155973122,0.155973122,0.155973122,0.155973122,0.155973122,0.155973122,0.155973122,0.155973122,0.225638196,0.249218062,0.249218062,0.222269908,0.249218062,0.249218062,0.249218062,0.249218062,0.309786558,0.31827122,0.243563011,0.255442023,0.216582119,0.214464039,0.214464039,0.177168816,10.50193747,23.26945011,27.4614579,28.83783635,29.28974812,29.43812609,29.48684361,29.50283923,29.50809113,29.50981551,886.5295609,914.8304119,885.3197535,914.8304119,885.3197535
X123,0.383020461,0.383020461,0.383020461,0.383020461,0.383020461,0.383020461,0.383020461,0.24817349,0.383020461,0.383020461,0.522327125,0.423488855,0.612984776,0.612984776,0.612984776,0.584663749,0.584663749,0.612984776,0.612984776,0.584663749,0.558666706,0.424592227,0.415524602,0.307615459,13.58591742,14.29430971,14.45846037,14.46585262,14.4280936,14.37732962,14.32281981,14.26723109,14.2113316,14.15534261,426.8873624,374.5551638,311.2096757,268.6114994,208.6835488
X124,0.132413715,0.132413715,0.132413715,0.132413715,0.158479631,0.132413715,0.158479631,0.132413715,0.29311502,0.313830942,0.345606953,0.345606953,0.345205396,0.345606953,0.345606953,0.345606953,0.345606953,0.345606953,0.345606953,0.331037313,0.317192495,0.234770119,0.219950497,0.219950497,14.65154547,17.71467309,18.61744734,18.85276626,18.88187046,18.84726329,18.79297206,18.73259931,18.67034764,18.60751546,558.5550243,504.4703818,430.4682264,385.1639528,315.0103918
X125,0.159637049,0.159637049,0.159637049,0.159637049,0.159637049,0.159637049,0.159637049,0.174754262,0.300831854,0.300831854,0.300831854,0.275417149,0.275417149,0.275417149,0.275865555,0.275865555,0.275865555,0.275865555,0.275865555,0.275865555,0.228647485,0.203657821,0.194197357,0.194197357,11.78993312,13.5544515,13.9842912,14.07893553,14.08939785,14.07871843,14.06272942,14.04540693,14.02774955,14.01000807,427.8271883,413.9287095,384.3169046,380.3262266,351.7983727
X126,0.31256482,0.987621546,0.987621546,0.987621546,0.99115473,0.987621546,0.99115473,0.987621546,0.99115473,0.99115473,1.278057814,1.308697343,1.388769507,1.389300346,2.082583666,2.082583666,1.367298961,0.725193381,0.709939003,0.709939003,0.709939003,0.709939003,1.027481318,0.709939003,9.189918459,3.790357729,5.522016046,4.966667069,5.14476946,5.08765139,5.105969358,5.100094721,5.101978738,5.101374527,161.2427793,158.1471586,153.0456374,158.1471586,153.0456374
X130,0.2541278,0.256220818,0.218441337,0.238898367,0.234451324,0.238299996,0.242984816,0.253973454,0.305918276,0.322357267,0.487623811,0.487623811,0.388580024,0.350929141,0.37247622,0.330551088,0.329411924,0.399222374,0.327705592,0.327705592,0.384408891,0.450101018,0.442403495,0.438058555,7.957804372,8.083281593,8.132367953,8.148731026,8.151076539,8.147417398,8.141186065,8.13385289,8.126047724,8.118040373,249.7362554,242.3045544,227.022918,226.8761428,212.0921971
X132,0.586715758,0.365347534,0.21575211,0.265243828,0.299996197,0.260420561,0.276436597,0.310771525,0.33143577,0.311844319,0.313053817,0.346847147,0.339272052,0.368009329,0.399252355,0.37666294,0.45648405,0.478297323,0.419831067,0.416182667,0.421838999,0.41639927,0.431798339,0.409377128,9.208837023,9.250856718,9.286212483,9.315961155,9.340991966,9.362053126,9.379774183,9.394684846,9.407230818,9.417787116,292.0248257,293.6797427,284.213783,293.6876141,284.2138203
X133,0.210380867,0.24612999,0.200552151,0.207038686,0.205366567,0.197368681,0.265978366,0.27847293,0.331595808,0.468115419,0.446520895,0.519175828,0.506467521,0.497259647,0.476432711,0.47510609,0.468887299,0.528990269,0.567753196,0.559737206,0.529925644,0.567512095,0.588101566,0.522355676,6.445827928,7.114117136,7.327209635,7.394434,7.414914808,7.420416608,7.421118374,7.420281964,7.418952645,7.417465373,228.2014665,228.1511801,219.362457,225.1978976,216.5044416
X134,0.312405497,0.473312408,0.370486617,0.400075495,0.3717601,0.385330856,0.308935136,0.3004646,0.336093336,0.336849153,0.308938354,0.327588737,0.3550722,0.424394339,0.47587052,0.433654755,0.444715142,0.545029819,0.590922058,0.666738689,0.534588933,0.618134499,0.558489978,0.830414593,7.870539374,7.870128111,7.869716847,7.869305584,7.868894321,7.868483058,7.868071795,7.867660531,7.867249268,7.866838005,243.7954832,243.4002593,235.1723322,242.6225605,234.4197205
X139,0.491723835,0.50840205,0.413795441,0.424255699,0.425033927,0.433839262,0.417415202,0.419195414,0.432896703,0.461320668,0.461397409,0.501631796,0.456271619,0.452011377,0.452011377,0.427359462,0.439280987,0.499039531,0.597794533,0.613949299,0.635506332,0.669774532,0.613372505,0.453908503,9.515381207,9.542018803,9.54956622,9.551704682,9.552310588,9.552482263,9.552530906,9.552544688,9.552548593,9.552549699,296.0771903,296.1290542,286.5765041,296.1290542,286.5765041
X140,0.497723997,0.390621871,0.317463309,0.309736222,0.297774047,0.278824061,0.265114725,0.31281507,0.370825827,0.447741002,0.478276074,0.477138311,0.460354,0.45391205,0.489853412,0.559652209,0.634862602,0.597242951,0.670569122,0.599381506,0.539604425,0.587394655,0.629456222,0.522801578,13.14404001,13.11069076,13.11136078,13.1188972,13.12781953,13.13702159,13.1462801,13.15555001,13.16482223,13.1740949,410.1885847,419.0328351,414.0002529,436.5676876,430.9694649
X142,0.39348805,0.37229681,0.32352975,0.32511431,0.320893258,0.317188203,0.322514683,0.412607044,0.402093828,0.454425573,0.43270269,0.436476558,0.441968828,0.421717137,0.478135496,0.492964566,0.52673322,0.594899952,0.632173598,0.693549752,0.60386467,0.777625024,0.7941311,0.724778473,11.80352161,11.52920716,11.41454057,11.36584055,11.34439796,11.33421815,11.32869213,11.32508905,11.32228054,11.31980034,351.2805691,348.3291456,335.0348743,344.0762612,330.9191797
X143,0.207029596,0.20264779,0.160276189,0.171601608,0.1690837,0.220214158,0.175229415,0.227916032,0.274211764,0.285087138,0.27050966,0.267747879,0.288003564,0.271874338,0.21173203,0.281597465,0.26168108,0.265606701,0.292280644,0.304663628,0.304663628,0.304272145,0.286664903,0.239731058,7.225852024,6.920187112,6.82301996,6.794394931,6.788302625,6.789617789,6.793368105,6.797918959,6.802732984,6.807633525,212.6447189,216.705515,214.2377782,226.0525599,223.2833055
