Time,temp,wind,hue,hpa
2018-02-19 20:00,1,1.2,72,1014.1
2018-02-19 21:00,0.5,1.5,78,1014.7
2018-02-19 22:00,0.4,1.9,80,1014.6
2018-02-19 23:00,0.2,1.4,81,1014.4
2018-02-20 0:00,0.1,1.7,84,1014.2
2018-02-20 1:00,-0.2,2.1,91,1015.1
2018-02-20 2:00,-0.4,1.8,91,1015.1
2018-02-20 3:00,-0.7,1.9,92,1014.7
2018-02-20 4:00,-1,2.7,92,1013.8
2018-02-20 5:00,-1.4,2.1,90,1013.9
2018-02-20 6:00,-1.5,3.1,79,1014.5
2018-02-20 7:00,-1.4,3.1,68,1015.6
2018-02-20 8:00,-1.7,1.5,72,1016
2018-02-20 9:00,-0.7,1.8,61,1016.1
2018-02-20 10:00,0.7,3.3,49,1016.4
2018-02-20 11:00,1.7,4.3,40,1016.4
2018-02-20 12:00,2.5,5.2,25,1016.1
2018-02-20 13:00,3.7,5.2,23,1014.7
2018-02-20 14:00,4.4,4.5,21,1014
2018-02-20 15:00,4.4,5.1,22,1013.6
2018-02-20 16:00,4.2,3.7,23,1014
2018-02-20 17:00,3.4,4.8,28,1013.9
2018-02-20 18:00,2.5,6,31,1014.1
2018-02-20 19:00,1.8,5.4,38,1014.4
2018-02-20 20:00,1.4,4.7,32,1014.8
2018-02-20 21:00,1.2,3.1,30,1015.2
2018-02-20 22:00,0,4.8,45,1015.5
2018-02-20 23:00,-0.7,6.6,33,1015.7
2018-02-21 0:00,-1.2,4.9,33,1015.9
2018-02-21 1:00,-1.7,4.6,35,1015.8
2018-02-21 2:00,-2.1,4.2,35,1016.2
2018-02-21 3:00,-2.7,4.3,48,1016.2
2018-02-21 4:00,-3,4.1,46,1016.2
2018-02-21 5:00,-3.2,4.5,47,1016.3
2018-02-21 6:00,-3.3,4.2,46,1016.4
2018-02-21 7:00,-3.8,2.7,52,1016.3
2018-02-21 8:00,-3.9,3,42,1016.6
2018-02-21 9:00,-2.8,3.9,35,1017
2018-02-21 10:00,-1.7,3.3,30,1017.7
2018-02-21 11:00,-1,2.4,31,1017.2
2018-02-21 12:00,0.5,4.9,22,1016.4
2018-02-21 13:00,0.9,5.7,23,1016
2018-02-21 14:00,1.8,5.2,19,1015.2
2018-02-21 15:00,2.4,3.2,20,1014.7
2018-02-21 16:00,2.7,3.4,25,1014.1
2018-02-21 17:00,1.7,5.3,32,1014.2
2018-02-21 18:00,0,4.3,43,1014.5
2018-02-21 19:00,-1,2.4,52,1014.9
2018-02-21 20:00,-1.2,3.2,53,1015.1
2018-02-21 21:00,-1.1,3.6,53,1015.4
2018-02-21 22:00,-1.1,2.7,57,1015.5
2018-02-21 23:00,-1.6,1.5,59,1015.5
2018-02-22 0:00,-1.1,2.4,60,1015.9
2018-02-22 1:00,-1.3,2,61,1015.6
2018-02-22 2:00,-1.6,2,65,1015.5
2018-02-22 3:00,-1,3,63,1015.2
2018-02-22 4:00,-1.2,3.2,63,1014.7
2018-02-22 5:00,-1.6,3.5,65,1014.3
2018-02-22 6:00,-2,3.6,64,1013.8
2018-02-22 7:00,-2.1,3.6,62,1014.1
2018-02-22 8:00,-1.9,3.7,61,1014.2
2018-02-22 9:00,-0.2,3.3,58,1014.3
2018-02-22 10:00,1.9,2.3,53,1014.1
2018-02-22 11:00,2.5,4.2,58,1013.7
2018-02-22 12:00,4.3,4.7,57,1013.3
2018-02-22 13:00,4.9,4.7,61,1012.6
2018-02-22 14:00,5.2,5,61,1011.5
2018-02-22 15:00,5,5.2,64,1011.2
2018-02-22 16:00,4.3,6.2,68,1011
2018-02-22 17:00,3.8,4.8,71,1011
2018-02-22 18:00,3.2,3.4,74,1011
2018-02-22 19:00,2.8,3.8,78,1011
2018-02-22 20:00,2.7,3.6,72,1010.7
2018-02-22 21:00,2.4,5,76,1010.9
2018-02-22 22:00,2.2,5.4,77,1010.6
2018-02-22 23:00,2.2,5.1,76,1010
2018-02-23 0:00,0.8,2.3,94,1009.8
2018-02-23 1:00,1.4,4.6,95,1010.4
2018-02-23 2:00,1.9,4.3,94,1010.9
2018-02-23 3:00,1.7,4.4,94,1011.3
2018-02-23 4:00,1.4,1.7,95,1011.5
2018-02-23 5:00,1.3,1.4,94,1011.3
2018-02-23 6:00,0.7,2.2,95,1011.4
2018-02-23 7:00,0.7,2.7,94,1011.7
2018-02-23 8:00,0.7,1.9,94,1012.2
2018-02-23 9:00,1.9,2.8,92,1012.6
2018-02-23 10:00,3.1,2.9,85,1012.8
2018-02-23 11:00,5,2.5,77,1012.6
2018-02-23 12:00,6,3.2,77,1012.5
2018-02-23 13:00,6.2,4.5,79,1012
2018-02-23 14:00,7.3,4.1,73,1011.1
2018-02-23 15:00,7.1,3.8,75,1010.7
2018-02-23 16:00,6.4,3.1,82,1010.7
2018-02-23 17:00,6.2,4.7,83,1010.3
2018-02-23 18:00,5.4,5.5,87,1010.5
2018-02-23 19:00,4.8,4.1,90,1011
2018-02-23 20:00,4.1,3.4,92,1011.8
2018-02-23 21:00,4.4,2.9,91,1012.4
2018-02-23 22:00,4.9,4.1,92,1013.4
2018-02-23 23:00,4.3,4.1,94,1014.5
2018-02-24 0:00,3.9,2.4,94,1014.9
2018-02-24 1:00,3.3,2.2,93,1015.5
2018-02-24 2:00,3.1,2.1,93,1016
2018-02-24 3:00,1.8,2.2,95,1016.6
2018-02-24 4:00,1.5,5.7,89,1016.6
2018-02-24 5:00,1.2,4.1,80,1017.2
2018-02-24 6:00,0.7,4.2,75,1018.5
2018-02-24 7:00,0.4,1.9,64,1019.1
2018-02-24 8:00,0.2,3.1,70,1019.7
2018-02-24 9:00,0.5,3,58,1020.4
2018-02-24 10:00,0.2,3.5,46,1020.7
2018-02-24 11:00,1.1,3,45,1020.6
2018-02-24 12:00,2,3.3,43,1020.3
2018-02-24 13:00,2.7,4.1,40,1019.6
2018-02-24 14:00,3.3,4.1,28,1019.3
2018-02-24 15:00,4.2,2.4,32,1019.1
2018-02-24 16:00,3.6,4.7,37,1018.9
2018-02-24 17:00,3.2,2.4,41,1019.2
2018-02-24 18:00,1.9,2.1,46,1019.5
2018-02-24 19:00,1.1,1.8,51,1019.8
2018-02-24 20:00,0.4,3.1,51,1019.4
2018-02-24 21:00,0.1,3.1,64,1019.4
2018-02-24 22:00,0,2.5,51,1019.5
2018-02-24 23:00,-0.4,2.5,47,1019
2018-02-25 0:00,-0.9,2.6,53,1019
2018-02-25 1:00,-1.1,2.6,60,1018.9
2018-02-25 2:00,-1.2,3.5,48,1018.5
2018-02-25 3:00,-1.2,3,48,1018.3
2018-02-25 4:00,-1.3,2.8,48,1018.1
2018-02-25 5:00,-1.6,3,51,1017.8
2018-02-25 6:00,-2,3.2,53,1017.8
2018-02-25 7:00,-2.2,2.4,58,1017.8
2018-02-25 8:00,-2.1,2.3,61,1017.7
2018-02-25 9:00,-1.8,2.5,61,1017.7
2018-02-25 10:00,-0.5,1.7,57,1017.8
2018-02-25 11:00,0.9,2.7,45,1017.5
2018-02-25 12:00,2.1,2.8,39,1017.5
2018-02-25 13:00,3,2.6,41,1016.5
2018-02-25 14:00,4.1,2.9,31,1015.7
2018-02-25 15:00,4.9,3.8,33,1015.2
2018-02-25 16:00,4.3,4.2,38,1015.2
2018-02-25 17:00,3.2,3.6,49,1015.2
2018-02-25 18:00,1.9,3.7,48,1015.4
2018-02-25 19:00,0.6,2.8,53,1015.9
2018-02-25 20:00,0.4,3.5,62,1016.2
2018-02-25 21:00,0.1,3.4,66,1016.4
2018-02-25 22:00,0,2.9,70,1016.6
2018-02-25 23:00,-0.4,2.2,73,1016.2
2018-02-26 0:00,-0.6,2,75,1016.5
2018-02-26 1:00,-0.5,2.8,57,1016.4
2018-02-26 2:00,-1.2,1.7,56,1016.5
2018-02-26 3:00,-1.5,2.3,65,1016.2
2018-02-26 4:00,-1.8,2.3,65,1016.1
2018-02-26 5:00,-1.8,2.4,66,1016.1
2018-02-26 6:00,-2.4,2.3,69,1016.3
2018-02-26 7:00,-2.4,1.6,72,1016.8
2018-02-26 8:00,-2.3,0.6,78,1017.6
2018-02-26 9:00,0,1.2,67,1018.2
2018-02-26 10:00,2.6,2.6,56,1018.1
2018-02-26 11:00,3.2,2.4,60,1018
2018-02-26 12:00,4.4,3,51,1017.2
2018-02-26 13:00,4.3,3.3,51,1016.7
2018-02-26 14:00,4.9,2.8,36,1016
2018-02-26 15:00,5.6,3.3,35,1015.7
2018-02-26 16:00,5.7,3,30,1015
2018-02-26 17:00,5.6,2.9,27,1015
2018-02-26 18:00,4.2,2.3,33,1014.8
2018-02-26 19:00,2.6,1.1,42,1015
2018-02-26 20:00,2.1,0.3,49,1014.8
2018-02-26 21:00,1.9,1.3,52,1014.7
2018-02-26 22:00,1.5,0.3,47,1014.8
2018-02-26 23:00,1.8,0.8,46,1014.9
2018-02-27 0:00,1.2,0.7,51,1015.1
2018-02-27 1:00,1.2,1,54,1014.8
2018-02-27 2:00,1.3,1.8,56,1014.7
2018-02-27 3:00,1.1,0.5,58,1014.4
2018-02-27 4:00,0.5,0.9,58,1014.2
2018-02-27 5:00,-0.4,2.5,77,1014.5
2018-02-27 6:00,0.3,1.4,54,1014.6
2018-02-27 7:00,1.1,1.7,56,1014.5
2018-02-27 8:00,2.4,2.7,52,1014.9
2018-02-27 9:00,3.1,3.2,42,1015.5
2018-02-27 10:00,3.7,2.2,39,1015.5
2018-02-27 11:00,4.5,2.9,38,1015.3
2018-02-27 12:00,5,1.9,42,1015.3
2018-02-27 13:00,5,2.4,48,1014.9
2018-02-27 14:00,5.7,2.1,63,1014.5
2018-02-27 15:00,5.9,1.6,67,1014.2
2018-02-27 16:00,6.1,1.2,70,1013.9
2018-02-27 17:00,6,0.6,70,1014
2018-02-27 18:00,5.7,1.1,74,1013.5
2018-02-27 19:00,5.7,2.4,78,1013.5
2018-02-27 20:00,5.5,1.5,76,1013.6
2018-02-27 21:00,5.3,1.8,74,1013.8
2018-02-27 22:00,5.9,3.8,56,1013.5
2018-02-27 23:00,5.8,1.7,57,1013.4
2018-02-28 0:00,5.7,2.1,59,1012.9
2018-02-28 1:00,5.7,3.2,58,1012.7
2018-02-28 2:00,5.7,3.4,58,1012.4
2018-02-28 3:00,5.6,4.1,57,1011.3
2018-02-28 4:00,5.5,3.3,58,1010.3
2018-02-28 5:00,5.5,4.2,59,1010
2018-02-28 6:00,5.5,3.2,59,1009.9
2018-02-28 7:00,5.6,4.3,61,1008.3
2018-02-28 8:00,6,3.6,59,1007.9
2018-02-28 9:00,6.4,5.1,56,1006.9
2018-02-28 10:00,7,3.7,52,1006.5
2018-02-28 11:00,7.7,3.5,48,1005.7
2018-02-28 12:00,8.1,4.6,48,1004.2
2018-02-28 13:00,7.4,4.6,64,1002.2
2018-02-28 14:00,5.6,6.2,84,999.3
2018-02-28 15:00,4.9,5.9,92,997.7
2018-02-28 16:00,4.5,6.1,93,996.1
2018-02-28 17:00,3.9,6.8,92,995.1
2018-02-28 18:00,1.5,6.1,95,994.1
2018-02-28 19:00,1.5,5.9,97,993.9
2018-02-28 20:00,1.4,5.9,97,994.2
2018-02-28 21:00,1.5,6.3,96,994.6
2018-02-28 22:00,1.5,6.5,96,995.1
2018-02-28 23:00,1.6,5.7,96,995.5
2018-03-01 0:00,1.6,5,96,995.2
2018-03-01 1:00,1.6,4.2,96,995.5
2018-03-01 2:00,2,2.9,96,995.8
2018-03-01 3:00,2,2.2,96,995.7
2018-03-01 4:00,2,2.2,96,995.3
2018-03-01 5:00,3.1,5.4,97,994.3
2018-03-01 6:00,2.7,6.8,95,995
2018-03-01 7:00,1.4,7.3,84,996
2018-03-01 8:00,-0.5,8.9,78,998.4
2018-03-01 9:00,-1.1,9,71,1000.6
2018-03-01 10:00,-1.4,10,63,1002
2018-03-01 11:00,-1.3,10.7,58,1002.9
2018-03-01 12:00,-0.9,8.9,51,1004
2018-03-01 13:00,-0.2,9,48,1004.6
2018-03-01 14:00,0.1,7.1,46,1004.9
2018-03-01 15:00,0.2,6.2,53,1005.3
2018-03-01 16:00,0.1,6.9,52,1005.6
2018-03-01 17:00,-0.5,5.5,54,1006.6
2018-03-01 18:00,-1.3,7,58,1007.1
2018-03-01 19:00,-1.6,5.9,58,1008.4
2018-03-01 20:00,-2,5.1,59,1009.4
2018-03-01 21:00,-2.7,8.3,53,1010.5
2018-03-01 22:00,-3.2,6.4,56,1011.3
2018-03-01 23:00,-3.6,5.2,57,1011.6
2018-03-02 0:00,-3.7,6,52,1011.5
2018-03-02 1:00,-3.9,5.6,47,1011.3
2018-03-02 2:00,-4.2,3.6,46,1011.8
2018-03-02 3:00,-4.5,3.4,45,1011.4
2018-03-02 4:00,-5,2.6,45,1011
2018-03-02 5:00,-5,3.4,42,1010.9
2018-03-02 6:00,-5.2,2,40,1011.1
2018-03-02 7:00,-5.5,1.4,42,1010.9
2018-03-02 8:00,-4.7,2.9,34,1011.4
2018-03-02 9:00,-3.5,1.5,33,1011.9
2018-03-02 10:00,-2,2.5,34,1011.9
2018-03-02 11:00,-1.4,3,34,1011.7
2018-03-02 12:00,-0.2,3.5,32,1011.6
2018-03-02 13:00,1.3,2.4,33,1010.7
2018-03-02 14:00,1.7,2,22,1009.4
2018-03-02 15:00,2.1,2.2,23,1008.4
2018-03-02 16:00,2.5,2.8,28,1008.7
2018-03-02 17:00,2.3,2.9,26,1008.4
2018-03-02 18:00,1.6,1.7,32,1007.7
2018-03-02 19:00,0.2,2.6,58,1008
2018-03-02 20:00,0,1.7,58,1007.9
2018-03-02 21:00,0.2,2.4,56,1008.1
2018-03-02 22:00,0.1,1.2,44,1007.8
2018-03-02 23:00,0.4,1.8,53,1008.1
2018-03-03 0:00,0.6,1,50,1007.7
2018-03-03 1:00,0.6,1.7,53,1008
2018-03-03 2:00,0.6,1.4,53,1008.2
2018-03-03 3:00,0.9,1.1,47,1007.6
2018-03-03 4:00,1.3,1.4,45,1007.4
2018-03-03 5:00,1.6,2.7,47,1007.2
2018-03-03 6:00,1,2,47,1006.6
2018-03-03 7:00,1,2.3,46,1006.9
2018-03-03 8:00,1.7,2.2,45,1006.5
2018-03-03 9:00,4.2,2.5,36,1006.7
2018-03-03 10:00,7,3.2,25,1006.6
2018-03-03 11:00,9.2,4.1,19,1005.6
2018-03-03 12:00,11.4,3,13,1005.3
2018-03-03 13:00,13,2.2,14,1004.6
2018-03-03 14:00,13.3,2.4,15,1003.4
2018-03-03 15:00,12.9,1.8,17,1003.9
2018-03-03 16:00,13.5,2.7,18,1003.3
2018-03-03 17:00,12,2.6,22,1002.8
2018-03-03 18:00,10.7,2.6,27,1003.4
2018-03-03 19:00,9.3,2.7,26,1004.2
2018-03-03 20:00,8.3,1.7,41,1004.6
2018-03-03 21:00,8.1,1.3,48,1005.2
2018-03-03 22:00,8.4,0.8,48,1005.8
2018-03-03 23:00,8,0.5,77,1006.2
2018-03-04 0:00,8,1.5,93,1006.2
2018-03-04 1:00,8.4,2.2,96,1006.1
2018-03-04 2:00,8.5,3.3,96,1005.8
2018-03-04 3:00,8.3,2.1,93,1005.8
2018-03-04 4:00,8.1,1.3,95,1005.8
2018-03-04 5:00,7.6,0,96,1006.5
2018-03-04 6:00,7,2.3,97,1007.2
2018-03-04 7:00,6.9,0.7,98,1007.6
2018-03-04 8:00,7.4,0.5,98,1008.3
2018-03-04 9:00,8.6,3.4,98,1007
2018-03-04 10:00,8.8,0.9,97,1007.8
2018-03-04 11:00,8.7,1.2,97,1007.1
2018-03-04 12:00,9.4,1.4,96,1006.9
2018-03-04 13:00,10.2,1.5,93,1006.1
2018-03-04 14:00,10.6,1.2,92,1005.1
2018-03-04 15:00,11,3.8,90,1004.6
2018-03-04 16:00,11.5,5.1,88,1003.6
2018-03-04 17:00,10.4,3.9,93,1003.2
2018-03-04 18:00,10.2,4.7,94,1002.6
2018-03-04 19:00,9.6,5.1,94,1002.6
2018-03-04 20:00,8.8,6.2,96,1002
2018-03-04 21:00,8.4,6.9,97,1002.1
2018-03-04 22:00,7.6,6.9,97,1001.9
2018-03-04 23:00,6.7,7.4,96,1000.8
2018-03-05 0:00,6.6,6.8,96,1000.8
2018-03-05 1:00,6.3,6.1,96,1000.6
2018-03-05 2:00,5.9,6.8,96,1001
2018-03-05 3:00,5.6,6.7,97,1001.5
2018-03-05 4:00,5.2,7,97,1001.7
2018-03-05 5:00,4.7,6.8,95,1002.5
2018-03-05 6:00,4.5,5.2,94,1003
2018-03-05 7:00,4.2,5.2,93,1003.8
2018-03-05 8:00,3.7,5.5,93,1005
2018-03-05 9:00,3.1,5.8,91,1006.7
2018-03-05 10:00,4.1,6.1,79,1007.5
2018-03-05 11:00,5.7,6.2,68,1008.6
2018-03-05 12:00,6.6,6.1,62,1009.7
2018-03-05 13:00,7.4,5.5,55,1010.1
2018-03-05 14:00,8.3,5.7,51,1009.7
2018-03-05 15:00,8.9,5.9,49,1009.8
2018-03-05 16:00,8.6,6.6,49,1010.7
2018-03-05 17:00,7.8,5.9,51,1011.6
2018-03-05 18:00,6.6,6.5,55,1013.1
2018-03-05 19:00,5.2,4.4,60,1014.1
2018-03-05 20:00,4.2,3.8,62,1015.5
2018-03-05 21:00,3.7,4.2,63,1015.8
2018-03-05 22:00,3,2.9,65,1016.5
2018-03-05 23:00,2.4,2.3,69,1016.3
2018-03-06 0:00,1.9,2.8,71,1016.8
2018-03-06 1:00,1.2,2.5,74,1017.8
2018-03-06 2:00,0.4,3.7,78,1018.8
2018-03-06 3:00,0.2,1.9,75,1019.1
2018-03-06 4:00,-0.1,2.4,76,1019.4
2018-03-06 5:00,-0.1,1,78,1019.6
2018-03-06 6:00,-0.2,2.8,79,1020.7
2018-03-06 7:00,-0.5,2.2,79,1021.2
2018-03-06 8:00,-0.1,1.5,76,1021.6
2018-03-06 9:00,1.5,0.6,71,1021.8
2018-03-06 10:00,3,2.6,66,1022.3
2018-03-06 11:00,4,4.6,50,1022.3
2018-03-06 12:00,5,5.7,39,1022.4
2018-03-06 13:00,5.6,5.6,44,1021.5
2018-03-06 14:00,6.4,5.4,39,1020.5
2018-03-06 15:00,7.6,3.4,34,1020.4
2018-03-06 16:00,8,4.5,35,1020.4
2018-03-06 17:00,7.5,4.5,40,1020.3
2018-03-06 18:00,6.2,4,44,1020.8
2018-03-06 19:00,4.8,4.9,48,1020.8
2018-03-06 20:00,3.8,2.9,57,1021.2
2018-03-06 21:00,3.2,3.6,67,1021.2
2018-03-06 22:00,3.2,4.6,53,1021.4
2018-03-06 23:00,2.9,3.6,52,1021.2
2018-03-07 0:00,2.8,4.1,53,1021.1
2018-03-07 1:00,2.3,2.9,60,1021.3
2018-03-07 2:00,2.1,2,62,1021.6
2018-03-07 3:00,2,1.4,63,1021.6
2018-03-07 4:00,2.8,2.7,60,1021.4
2018-03-07 5:00,3.4,2.8,59,1021.6
2018-03-07 6:00,3.6,3.1,63,1021.9
2018-03-07 7:00,3.3,3.3,64,1021.9
2018-03-07 8:00,3.8,4.3,62,1021.6
2018-03-07 9:00,4.9,5.3,59,1021.2
2018-03-07 10:00,6.2,5.2,54,1020.8
2018-03-07 11:00,8.6,5.2,45,1019.8
2018-03-07 12:00,9.3,4.2,43,1018.7
2018-03-07 13:00,10,3.2,39,1018.4
2018-03-07 14:00,10.2,3.5,39,1017.3
2018-03-07 15:00,10.4,2.7,39,1016.5
2018-03-07 16:00,10.6,1.9,39,1015.9
2018-03-07 17:00,9.6,1.7,45,1015.6
2018-03-07 18:00,8.1,4.2,58,1015.6
2018-03-07 19:00,7.6,2.6,58,1016.1
2018-03-07 20:00,7.3,1.5,59,1016.2
2018-03-07 21:00,6.7,1.1,66,1016.2
2018-03-07 22:00,6.5,1.3,73,1016.2
2018-03-07 23:00,5.6,1.8,90,1016.2
2018-03-08 0:00,4.8,1.3,93,1015.7
2018-03-08 1:00,4.5,1.2,96,1015.1
2018-03-08 2:00,4.1,1,96,1014.6
2018-03-08 3:00,3.5,1.4,97,1013.9
2018-03-08 4:00,3.3,2.1,95,1013.1
2018-03-08 5:00,3.3,2.9,96,1012.6
2018-03-08 6:00,3.4,4.3,96,1012.2
2018-03-08 7:00,3.2,4.4,96,1012.2
2018-03-08 8:00,3.3,3.4,96,1012.3
2018-03-08 9:00,3.4,3.8,95,1012.3
2018-03-08 10:00,3.8,2.9,96,1012.1
2018-03-08 11:00,4.3,4.7,87,1011.5
2018-03-08 12:00,5,4.7,79,1010.9
2018-03-08 13:00,6.3,5,69,1010.3
2018-03-08 14:00,7.1,5,69,1009.5
2018-03-08 15:00,7.2,5.6,68,1009.3
2018-03-08 16:00,6.7,6,68,1009.2
2018-03-08 17:00,5.5,6.3,71,1009.3
2018-03-08 18:00,4.3,6.2,74,1009.9
2018-03-08 19:00,3.4,4.4,76,1010.7
2018-03-08 20:00,2.7,5.4,76,1011.3
2018-03-08 21:00,2.6,4.7,76,1011.8
2018-03-08 22:00,2.3,3.6,78,1012.1
2018-03-08 23:00,2,2.5,82,1012.5
2018-03-09 0:00,1.8,2.9,82,1012.5
2018-03-09 1:00,1.9,3.7,80,1012.9
2018-03-09 2:00,2,2.8,78,1012.9
2018-03-09 3:00,1.9,3.3,80,1013
2018-03-09 4:00,1.9,3.7,77,1013.3
2018-03-09 5:00,1.9,2.8,81,1013.4
2018-03-09 6:00,2.1,2.6,78,1013.9
2018-03-09 7:00,2,1.1,76,1014.1
2018-03-09 8:00,2.2,2.4,80,1014.9
2018-03-09 9:00,2.7,1.7,72,1015.6
2018-03-09 10:00,3.4,2.7,73,1016
2018-03-09 11:00,5.3,1.8,63,1015.9
2018-03-09 12:00,7,2.1,62,1015.9
2018-03-09 13:00,6.9,2.7,60,1015.5
2018-03-09 14:00,7.7,2.8,54,1014.8
2018-03-09 15:00,6.7,4.4,63,1014.4
2018-03-09 16:00,6.8,4.4,64,1014.5
